pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,pl_eqt,ra,dec,st_teff,st_rad,st_mass,sy_dist,disc_year,discoverymethod
TOI-5199.01,298049015,3.9131371,12.4444,,625.0,185.336268,81.647682,3773.0,0.62,,372.355,,
TOI-520.01,148479278,0.523613,1.4861645,,3256.1988827,102.657977,-37.960195,7450.0,1.52949,,222.315,,
TOI-5200.01,21101556,17.4372954,11.4845,,1067.0,274.422007,52.572205,6520.0,1.43,,451.568,,
TOI-5201.01,267810289,3.8558229,17.8128,,1318.0,293.096015,58.368884,5704.0,1.48,,914.238,,
TOI-5202.01,320324079,34.6141657,7.6965,,659.0,246.458472,74.838054,6382.0,1.72,,567.18,,
TOI-5203.01,158323182,15.1255732,10.2442,,993.0,286.90686,47.905245,5907.2,2.28,,1119.77,,
TOI-5204.01,65845738,1.593603,14.4804,,2388.0,310.938842,40.29807,6589.0,1.99,,821.754,,
TOI-5454.01,26406123,3.7196227,13.3603,,1656.0,107.429839,15.596234,5623.0,2.07,,1141.59,,
TOI-5455.01,75171363,4.267781,12.0047,,1542.0,84.852114,28.62691,5903.0,1.67,,826.112,,
TOI-5456.01,87044036,1.0711292,5.8474,,2374.0,98.853985,24.835858,6070.0,1.31,,555.611,,
TOI-5457.01,456971986,1.2452975,6.31449,,2222.0,100.615349,19.735175,6580.3,1.66,,595.667,,
TOI-5458.01,367434266,22.0632969,10.1729473,,647.5341338,104.926875,30.54239,5762.0,1.0093499,,187.103,,
TOI-5459.01,1942969,2.8078585,14.8378,,1267.0,78.932278,34.092293,6338.0,1.95,,921.369,,
TOI-546.01,36440357,9.2016496,13.4373959,,963.8325055,102.194623,-0.672786,6190.0,1.12271,,726.412,,
TOI-5460.01,445990611,6.2987919,12.2385,,1408.0,106.38895,15.670447,6265.0,2.07,,1195.12,,
TOI-5461.01,118963720,7.4603194,11.8373,,911.0,88.788121,18.335697,6034.1,2.01,,620.87,,
TOI-5462.01,79971247,3.5533716,4.6477,,1169.0,91.098778,29.073274,6280.9,1.21,,285.501,,
TOI-5463.01,437786834,1.100804,10.0319087,,2474.045674,83.214349,19.952443,6810.0,1.60902,,1049.51,,
TOI-5464.01,171646471,1.1606902,9.92228,,884.0,158.77531,19.118379,3572.0,0.53,,282.849,,
TOI-5465.01,87827371,4.3983492,18.5093039,,1211.9705717,107.199487,24.255919,5717.9,1.22096,,627.935,,
TOI-5466.01,45368525,2.8066134,17.3144,,1546.0,92.319121,20.273745,6709.0,1.41,,821.135,,
TOI-5467.01,83275782,2.6570006,10.4864,,1427.0,94.393712,28.445251,6328.7,1.63,,565.359,,
TOI-5468.01,172222885,20.9233666,12.2366,,539.0,98.32004,34.072909,6283.0,1.22,,507.02,,
TOI-5469.01,302419660,29.3312035,11.9961,,644.0,81.933112,16.764321,7618.0,1.77,,727.4,,
TOI-547.01,36352297,1.5089635,20.5944,,2036.0,102.079859,-3.102139,5950.0,1.29,,787.909,,
TOI-5695.01,103865797,2.2232698,9.36074,,419.0,242.15447,19.253248,3157.0,0.36,,100.029,,
TOI-5696.01,393546540,1637.265104,3.16626,,80.0,161.156925,6.333475,5271.0,0.83,,66.4522,,
TOI-5696.02,393546540,32.429738,2.6538,,493.0,161.156925,6.333475,5271.0,0.83,,66.4522,,
TOI-5696.03,393546540,,4.8522374,,248.2866757,161.156925,6.333475,5271.0,0.828003,,66.4522,,
TOI-5697.01,416739490,6.2183322,2.501165,,845.7523198,53.907151,10.842913,5554.41,0.782913,,150.233,,
TOI-5698.01,264052454,2.346931,9.2562,,1161.0,307.558008,79.667473,5901.0,1.15,,301.644,,
TOI-5699.01,224328450,22.0183163,10.5432,,628.0,251.226157,31.21077,5901.0,1.74,,304.745,,
TOI-570.01,126733133,1.4687087,5.20197,,1455.0,136.955524,-51.867213,5973.0,1.31,,193.468,,
TOI-5700.01,76193403,1.7812778,1.85549,,1591.0,273.51971,39.333582,5329.0,0.82,,121.957,,
TOI-5701.01,43276438,15.0764899,2.44538,,842.0,252.691066,40.317443,6149.4,1.06,,195.785,,
TOI-5702.01,141985686,3.1291319,4.10795,,1328.0,255.456895,14.707465,6236.0,1.57,,222.812,,
TOI-5703.01,10792081,10.1694553,2.48528,,1020.0,29.198406,65.770236,5856.0,1.01,,146.959,,
TOI-5704.01,148673433,3.7711066,3.3409641,,852.9098252,169.824869,44.989078,4590.0,0.757521,,89.637,,
TOI-5705.01,165625229,10.5998647,2.82438,,1203.0,227.785718,55.934769,5888.0,0.98,,128.329,,
TOI-5706.01,137843225,0.3576555,3.4133323,,2146.5775801,226.735266,57.495691,4717.0,1.05486,,120.483,,
TOI-5707.01,441614965,2.0364271,1.60247,,1387.0,118.70305,77.299495,5553.0,0.93,,108.095,,
TOI-5708.01,335813325,2.6953698,4.5145927,,1252.0224838,183.276766,11.938091,5521.0,0.991556,,87.2349,,
TOI-4950.01,245341495,3.9358604,12.0264,,1953.0,199.717658,-50.065379,6975.0,1.8,,776.949,,
TOI-4951.01,448435566,4.1042587,10.2079,,1566.0,210.694695,-70.381177,5823.0,1.92,,585.603,,
TOI-4952.01,400073524,0.6534841,6.94706,,2352.0,165.71721,-67.231516,7540.0,1.53,,880.962,,
TOI-4953.01,405571798,2.9590176,15.6559,,1643.0,191.759772,-59.080006,6808.0,1.4,,1022.81,,
TOI-4954.01,147723246,6.6819653,14.6987,,2020.0,232.789568,-53.777178,10126.0,1.51,,886.651,,
TOI-4955.01,188865842,3.1409607,9.6232,,825.0,233.735022,-48.546369,4924.0,0.83,,367.517,,
TOI-4956.01,8005485,5.1087099,12.7621,,643.0,234.525576,-30.534246,5770.0,0.93,,572.058,,
TOI-4957.01,412485680,4.6622996,15.6435,,1471.0,193.084066,-54.22846,6870.0,2.48,,914.534,,
TOI-4958.01,457649900,748.8277169,21.1132,,237.0,217.998868,-51.07444,6713.0,2.11,,477.519,,
TOI-4959.01,290337456,4.6011828,13.7898,,1346.0,234.283297,-45.43944,6183.0,1.4,,911.483,,
TOI-496.01,88977253,2.767691,28.980984,,1777.6749499,123.097668,-5.768659,6717.03,1.54739,,791.384,,
TOI-4960.01,329672278,4.0557174,16.4885,,1304.0,211.627787,-63.053286,6664.3,2.2,,520.445,,
TOI-4961.01,420202798,7.4793374,13.4499302,,828.266397,192.501862,-59.891934,5078.0,0.969314,,213.073,,
TOI-4962.01,210681065,2.074205,,,2232.0,212.614222,-56.982395,6987.0,,,1175.45,,
TOI-4963.01,407827885,2.365766,,,1412.0,213.405362,-57.999764,4057.4,,,,,
TOI-4964.01,406443564,1.1167145,20.4041,,2612.0,198.097759,-58.753402,6611.0,1.22,,760.606,,
TOI-4965.01,129890791,7.0857491,9.46717,,1233.0,222.60838,-45.685769,5353.0,1.98,,484.805,,
TOI-4966.01,295507430,7.3136902,10.3927,,1265.0,171.252251,-66.488049,5654.0,2.68,,738.075,,
TOI-4967.01,243476396,0.5979368,10.3319,,1964.0,206.006149,-42.813654,5812.0,1.38,,821.066,,
TOI-5205.01,419411415,1.6306523,11.1125,,653.0,313.770682,24.360977,3262.0,0.4,,86.4493,,
TOI-5206.01,159117779,4.4716261,17.4958,,1787.0,192.905209,78.027244,5972.0,2.41,,1297.27,,
TOI-5207.01,147892178,24.6951647,6.41046,,372.0,142.729233,71.740257,3850.0,0.56,,156.815,,
TOI-5208.01,110738386,12.2307873,8.68366,,,291.541081,28.68856,6164.0,1.31,,386.638,,
TOI-5209.01,111108561,2.635737,13.8231,,1303.0,291.871283,25.453331,5900.0,0.92,,404.438,,
TOI-521.01,27649847,1.5428486,1.9653032,,709.8873414,123.344257,12.222108,3439.0,0.420028,,60.9425,,
TOI-5210.01,265979849,4.5661309,11.6029,,1228.0,314.316923,21.950206,5569.0,1.28,,302.086,,
TOI-5211.01,215595454,2.0961984,18.2172,,1951.0,295.168022,28.682559,6379.0,1.57,,1054.17,,
TOI-5212.01,424699834,2.4011407,11.6862609,,1687.9788551,294.459175,58.986723,5911.0,1.50878,,790.407,,
TOI-5213.01,247356332,4.5333993,16.84,,990.0,309.275892,29.365411,6254.0,1.12,,625.326,,
TOI-5214.01,7583660,5.3333965,13.3147,,1513.0,272.537667,47.875676,5840.8,2.53,,893.944,,
TOI-5215.01,236632480,7.4244269,11.1736,,1043.0,314.987438,31.485279,5873.0,1.34,,666.058,,
TOI-5216.01,256561562,1.8951273,10.1981,,2379.0,299.937613,61.653163,6818.0,2.28,,1526.91,,
TOI-5217.01,215018906,4.3713133,12.9868,,1502.0,294.922389,28.572231,6029.0,2.45,,517.506,,
TOI-5218.01,259172249,4.2914879,9.3875781,,675.4063492,292.663464,71.762961,3937.0,0.675707,,377.483,,
TOI-5219.01,378708888,2.88753,16.2965,,1710.0,302.828492,34.368508,6095.0,1.87,,991.551,,
TOI-522.01,19451711,0.3969687,2.108062,,3963.2340986,124.602684,-7.571238,7381.0,1.86219,,111.179,,
TOI-5220.01,394691478,2.0876485,18.0794,,1917.0,291.435194,30.028078,6655.0,1.58,,1094.99,,
TOI-6458.01,2507547,9.7831931,2.5360369,,1284.3656943,80.003079,32.785433,6200.93,2.0913501,,66.5884,,
TOI-6459.01,238317637,5.1494363,2.76723,,1302.0,120.405795,-48.821603,5588.0,1.13,,186.742,,
TOI-646.01,238197709,13.7252522,20.3352568,,1072.2931079,57.265805,-72.947299,6104.0,1.86397,,316.643,,
TOI-6460.01,93862917,4.4044418,4.13545,,1162.0,114.921063,-8.918969,5754.0,1.04,,299.878,,
TOI-6461.01,123133954,4.064628,,,,118.67718,-4.342149,6876.0,,,631.411,,
TOI-6462.01,453009027,3.8720204,14.8477,,1668.0,123.016335,2.78237,6976.0,1.83,,761.889,,
TOI-6463.01,180989820,9.8738839,10.7705056,,949.2436684,130.256986,-40.584789,6543.5,1.5187401,,476.611,,
TOI-6464.01,190643105,9.6742544,11.7179,,1459.0,133.47703,-38.997112,6803.0,2.66,,803.422,,
TOI-6465.01,184801054,0.6593681,13.8937,,706.0,127.981981,-37.462652,3421.0,0.55,,200.8,,
TOI-6466.01,186707229,1.4571902,8.18389,,906.0,133.233364,-31.998124,5712.0,0.82,,458.026,,
TOI-6467.01,385157401,11.9964056,10.8162,,1052.0,153.890617,-14.708566,6311.0,1.64,,885.89,,
TOI-6468.01,180931993,12.1228168,10.5524,,1051.0,129.997215,-36.181786,6799.0,1.45,,601.947,,
TOI-6469.01,4598935,24.7104662,6.84115,,693.0,141.219902,-39.030976,5876.0,1.18,,310.479,,
TOI-647.01,92992033,4.90765,13.2707,,1119.0,83.955484,-18.649591,4900.0,5.01,,553.626,,
TOI-6470.01,12061971,13.7333847,9.42304,,567.0,146.716359,-35.206501,6415.0,1.4,,592.196,,
TOI-6471.01,410901394,3.0758364,5.09878,,1354.0,107.190811,-49.821826,5745.0,1.15,,634.454,,
TOI-6472.01,140706833,2.6808268,14.3489,,2525.0,128.464035,-43.784395,7349.0,2.0,,1056.18,,
TOI-6473.01,410303247,1.0992893,7.47037,,1442.0,149.970848,-22.922585,5636.0,0.87,,558.189,,
TOI-6474.01,189097100,1.6069363,,,2827.0,140.422164,-29.108079,8753.0,,,1373.8,,
TOI-6710.01,143842198,2.067123,1.5139896,,1127.3682012,118.916232,-43.356714,5113.3,0.758633,,75.1812,,
TOI-6711.01,303364023,10.3469945,1.0318727,,307.2680329,138.38301,-69.304692,3278.0,0.256167,,42.3968,,
TOI-6712.01,192943720,1.8987896,2.2042465,,2218.9811995,154.949388,-28.96236,6016.28,2.17401,,114.978,,
TOI-6713.01,428673146,2.1538049,0.8814471,,1088.3628347,179.792354,-20.355606,4944.24,0.757603,,20.3632,,
TOI-6714.01,261264800,4.7674421,1.0365063,,275.0676104,90.934682,-81.457413,2824.0,0.125969,,26.741,,
TOI-6715.01,460950389,2.8618782,3.9033641,,982.3534679,159.157968,-64.798231,4743.0,0.793587,,150.336,,
TOI-6716.01,112115898,4.718569,1.0102426,,374.6080294,111.657082,-30.55218,3190.0,0.226654,,18.8873,,
TOI-6717.01,34986694,0.4707476,1.852907,,816.5461157,164.325075,-4.674414,3254.0,0.219973,,53.7293,,
TOI-6718.01,405428714,2.9532145,10.2396383,,1674.1745752,357.366601,-78.932968,5483.2,1.68056,,464.958,,
TOI-6719.01,92449173,2.1764875,14.184839,,1717.1645208,314.575438,-35.796622,5646.0,1.56233,,559.084,,
TOI-672.01,151825527,3.6335834,5.1614854,,613.4754434,167.990863,-39.328115,3765.0,0.544068,,66.9071,,
TOI-6720.01,281541545,4.1470359,8.6285404,,786.7202987,6.613593,-56.34428,4247.0,0.775548,,324.413,,
TOI-6721.01,253917292,4.6086414,17.9837961,,1121.0482082,337.48912,-31.929085,5693.0,1.08355,,784.252,,
TOI-6722.01,220524097,3.9613114,9.2319785,,913.6734375,42.467198,-62.723587,5221.0,0.741696,,449.618,,
TOI-6723.01,370010846,3.4852362,12.6093335,,1202.4572246,46.987523,-66.111186,5728.0,1.02553,,822.224,,
TOI-6724.01,261646133,42.8614655,4.13549,,619.0,19.06757,-79.893899,5703.4,1.61,,250.491,,
TOI-5965.01,405788729,4.2254748,7.6400361,,1474.8087701,324.751784,62.94426,5729.0,1.75516,,408.59,,
TOI-5966.01,404610583,3.5381039,12.0728557,,1257.6993121,336.147609,16.878856,6084.0,1.0424401,,202.773,,
TOI-5967.01,369532319,15.343585,3.32532,,743.0,338.574347,33.823466,5758.0,0.99,,145.066,,
TOI-5968.01,431810418,753.822332,1.90769,,1180.0,349.267516,31.353989,5940.0,1.06,,122.831,,
TOI-5968.02,431810418,9.2152386,2.47478,,956.0,349.267516,31.353989,5940.0,1.06,,122.831,,
TOI-5969.01,91051152,7.9192605,11.5285264,,633.3727192,349.622955,24.889277,4302.0,0.758608,,115.936,,
TOI-597.01,146208651,6.5197781,8.5555002,,846.0,133.457963,-48.81268,4951.7,2.65,,253.619,,
TOI-5970.01,431701493,3.0927432,12.6556708,,926.3544365,348.993046,31.462751,4713.98,0.750341,,140.998,,
TOI-5971.01,160432093,3.9914012,17.0087765,,1634.7344157,322.75454,30.003448,6528.05,1.75165,,427.467,,
TOI-5972.01,420814525,3.5247546,16.3776,,1371.0,330.795022,18.884242,6052.0,1.19,,48.3016,,
TOI-5973.01,154353849,3.1643744,6.79941,,1403.0,342.559971,43.659987,6238.0,1.23,,552.989,,
TOI-5974.01,354173595,1.7266943,1.2127014,,662.7454689,349.765951,7.915601,3487.0,0.371684,,25.6553,,
TOI-5975.01,376847633,373.0381637,8.4472776,,577.1642659,275.339308,69.370707,6508.0,1.54352,,349.787,,
TOI-5976.01,348054109,0.4378024,1.4551234,,972.9866029,281.676903,21.828321,3256.0,0.365717,,,,
TOI-5977.01,12938488,0.4317124,8.4942819,,1115.4360389,298.542574,26.878936,3180.0,0.58914,,236.385,,
TOI-5978.01,266023807,0.7394818,1.3097748,,1941.9263461,314.409442,22.192647,5632.0,0.977079,,110.828,,
TOI-6213.01,430751891,2.3921761,12.2947,,1587.0,333.73428,48.876577,5817.0,1.63,,628.024,,
TOI-6214.01,314088020,7.0346299,17.638,,1338.0,318.857399,56.119827,8294.0,2.44,,1183.88,,
TOI-6215.01,431114892,2.0323202,15.3325,,2345.0,335.039505,51.55615,8011.0,1.68,,1459.35,,
TOI-6216.01,428317266,29.5406035,10.9471,,523.0,344.620982,57.4528,6315.0,0.94,,322.084,,
TOI-6217.01,375116172,3.0365848,17.0668,,1504.0,315.223413,54.962464,5928.0,2.06,,837.654,,
TOI-6218.01,202283090,5.1570194,12.0548,,743.0,5.111293,48.767772,4476.1,0.89,,159.96,,
TOI-6219.01,252585354,2.4784193,12.5391,,1313.0,345.655117,50.104928,6115.0,1.69,,1093.22,,
TOI-622.01,83092282,6.4025295,9.3002413,,1274.2263616,125.305054,-46.484296,7056.0,1.4072,,123.297,,
TOI-6220.01,325653071,19.6518502,8.79457,,635.0,331.110391,49.687144,6359.0,1.56,,358.734,,
TOI-6221.01,456910600,9.8326403,6.80252,,1084.0,26.657289,22.743059,5966.4,1.41,,606.891,,
TOI-6222.01,150907983,9.4321076,11.0911,,1077.0,4.699535,22.354492,6704.0,1.43,,615.666,,
TOI-6223.01,288144647,3.8553342,4.94518,,708.0,355.950598,33.067236,3909.0,0.6,,133.122,,
TOI-6224.01,66726479,1.5554236,13.1166,,1438.0,341.866559,52.395133,5318.0,1.01,,498.044,,
TOI-6225.01,352147273,8.555965,5.09342,,394.0,0.485039,35.997774,3376.0,0.44,,83.7373,,
TOI-6226.01,176789447,3.8857292,13.8034,,1106.0,354.340737,47.288669,6084.0,1.79,,1027.44,,
TOI-6227.01,53874375,3.0922512,15.731,,790.0,14.531835,29.985566,3661.0,0.68,,313.996,,
TOI-6228.01,66788350,3.3338016,15.1293,,1926.0,342.040487,48.548498,7894.0,2.17,,960.874,,
TOI-6229.01,437736517,4.6071277,10.6145,,851.0,2.417089,28.243677,4928.0,0.82,,314.824,,
TOI-6475.01,132314633,26.5988575,15.707,,1093.0,119.451527,-40.736441,6685.0,1.62,,624.824,,
TOI-6476.01,380528770,8.1168658,10.8668,,1299.0,140.199949,-18.66747,6381.0,1.33,,696.339,,
TOI-6477.01,11927677,3.6860654,12.7501,,1527.0,146.15031,-30.104754,6206.0,1.76,,883.135,,
TOI-6478.01,332657786,1462.2115148,4.5351,,37.0,149.991806,-16.159794,3275.0,0.23,,38.6057,,
TOI-6479.01,181208298,2.9193825,12.0124,,1065.0,130.732165,-37.634354,6037.0,1.06,,455.749,,
TOI-648.01,78672342,2.97638,11.0372,,2007.0,103.00276,-18.95443,6492.5,3.56,,637.257,,
TOI-6480.01,81089255,750.2395535,9.68778,,135.0,122.694102,-43.853401,7459.0,1.43,,564.158,,
TOI-6481.01,101225566,6.2796518,6.38573,,810.0,155.555983,-14.052149,5159.0,0.9,,318.741,,
TOI-6482.01,189300053,1483.5175058,17.4711,,105.0,141.929638,-24.965029,5782.0,1.58,,910.154,,
TOI-6483.01,355449539,5.2076995,6.02778,,570.0,110.301146,-49.134858,4961.0,0.78,,242.223,,
TOI-6484.01,294394558,18.2457829,3.87217,,579.0,109.322945,-54.117193,5057.0,0.78,,212.659,,
TOI-6485.01,281286325,17.0180939,14.5502,,737.0,150.95699,-19.2825,5782.0,1.26,,843.379,,
TOI-6486.01,46772529,10.6332248,15.9854,,632.0,141.722816,-7.579251,4678.0,0.81,,271.71,,
TOI-6487.01,37754672,14.13519,9.82212,,791.0,135.766676,-29.28071,6466.0,1.54,,633.364,,
TOI-6488.01,238124845,8.0850515,3.89202,,864.0,105.597221,-50.87235,5560.0,1.02,,298.567,,
TOI-6489.01,423445163,2.917882,3.08813,,837.0,157.820359,-18.808544,4593.4,0.67,,186.872,,
TOI-649.01,35582553,0.9370901,9.49947,,2079.0,102.22267,-13.527269,6779.0,2.43,,430.622,,
TOI-6490.01,118754987,7.842208,12.3266,,1335.0,134.581948,-22.700934,6428.0,1.53,,965.524,,
TOI-6491.01,25212199,7.5520411,8.43121,,1165.0,143.525469,-34.03832,5936.0,1.58,,641.243,,
TOI-6725.01,150320610,2.1476974,,,,95.61935,-63.697716,,,,51.9242,,
TOI-6726.01,121490076,14.2456603,3.68209,,1021.0,343.572379,-43.010229,4760.0,0.76,,46.2122,,
TOI-6727.01,47482754,15.3471548,2.53444,,733.0,342.732459,-29.809107,5791.0,0.92,,136.505,,
TOI-6728.01,287326127,24.9636551,4.53167,,768.0,109.777497,-55.837843,6388.0,2.61,,337.672,,
TOI-6729.01,426032475,7.8374554,2.26966,,1295.0,45.310382,-75.203308,6289.7,1.86,,186.378,,
TOI-6729.02,426032475,3.8638303,1.80822,,1479.0,45.310382,-75.203308,6289.7,1.86,,186.378,,
TOI-673.01,151959065,10.5426254,22.0104106,,1166.233875,168.998428,-36.459406,6114.0,1.65817,,677.796,,
TOI-6730.01,382521776,4.3934744,10.511208,,1034.6449679,12.358885,-53.914944,5349.0,0.977886,,432.935,,
TOI-6731.01,9032367,1.631858,11.400179,,1199.4351627,355.911751,-11.272631,4778.0,0.805143,,566.544,,
TOI-6732.01,349891396,1.3003394,12.0407,,880.0,274.39888,-53.01713,3658.0,0.58,,234.672,,
TOI-6733.01,221566773,3.2529571,15.5894,,2067.0,248.404924,-56.556132,6623.0,2.21,,1196.73,,
TOI-6734.01,412666676,4.6068687,12.7334,,1229.0,262.96928,-48.371167,5917.0,1.08,,544.063,,
TOI-6735.01,76899250,3.3357969,11.1895,,1163.0,271.142485,-58.014464,6517.0,1.5,,768.537,,
TOI-6736.01,324150445,2.9879341,11.6667,,1202.0,275.653906,-41.476441,5315.0,0.96,,531.546,,
TOI-6737.01,171886633,2.8475582,16.2689,,1795.0,255.458652,-56.815904,6372.0,1.36,,813.685,,
TOI-6738.01,89417257,3.6234424,9.13018,,1680.0,275.279781,-45.469851,5815.0,1.95,,684.777,,
TOI-6739.01,91324328,4.6588405,10.0709,,688.0,278.145792,-44.717706,4768.0,0.83,,252.074,,
TOI-674.01,158588995,1.9771658,5.2706003,,644.2865637,164.586559,-36.858109,3467.0,0.421944,,46.0851,,
TOI-5979.01,137151335,4.7267257,1.45952,,1190.0,291.418127,38.672312,5655.0,0.92,,95.9115,,
TOI-598.01,81429971,3.0432421,11.9045,,2160.0,123.178216,-42.93501,8000.0,3.59,,869.555,,
TOI-5980.01,164652245,79.5839995,1.9748837,,355.2207257,284.05925,44.518373,5391.0,0.79137,,63.9207,,
TOI-5981.01,120045750,7.0142458,2.3954787,,499.5920759,283.967767,39.062238,3721.0,0.539525,,70.6891,,
TOI-5982.01,299087490,38.4787613,12.5609376,,214.0696563,288.902283,49.370408,5439.49,0.810043,,442.871,,
TOI-5983.01,356871098,1.0271879,1.375524,,787.0157613,276.053314,66.935559,3406.0,0.399822,,66.0022,,
TOI-5984.01,120692092,3.4130781,5.5008027,,1065.3350121,285.930736,39.09812,5410.0,0.865985,,658.924,,
TOI-5985.01,272782368,2.4157665,1.5356382,,1041.6319451,238.153554,66.873296,4837.0,0.774575,,106.05,,
TOI-5986.01,158657354,38.5835889,6.8872276,,754.4387662,288.153973,44.068815,6373.72,1.74231,,639.239,,
TOI-5987.01,284900292,48.7130843,2.4883067,,291.8663524,260.979452,57.469309,3943.0,0.621798,,122.896,,
TOI-5988.01,377780790,0.8374997,2.0046235,,1987.0783791,285.679298,50.241484,5706.0,1.08974,,185.506,,
TOI-5989.01,154437244,6.8669657,3.5242338,,1035.3989982,126.102246,79.559644,6173.0,1.07955,,272.599,,
TOI-599.01,145982812,0.82967,20.1053,,4448.0,133.145204,-50.008798,6991.1,2.65,,618.602,,
TOI-5990.01,29385858,700.9622566,2.2203819,,522.1793937,238.915233,40.137034,5626.0,1.00018,,102.798,,
TOI-5991.01,230064711,7.0893162,1.6279088,,1077.1479991,230.205817,67.167478,5983.0,1.24177,,105.85,,
TOI-5992.01,159054620,8.0276821,11.980977,,908.6681834,289.603838,46.31491,5368.0,1.12772,,1351.17,,
TOI-623.01,101395259,7.574675,13.4069567,,1216.0774804,148.720293,-23.332118,6422.0,1.4885499,,275.377,,
TOI-6230.01,252610172,4.3518774,12.0164,,1419.0,345.943472,49.366393,6496.3,1.61,,891.159,,
TOI-6231.01,406783172,24.8366994,8.57154,,700.0,325.354929,61.441916,6334.0,0.89,,391.594,,
TOI-6232.01,202087931,9.8538051,13.3007,,887.0,4.066146,49.186384,5634.0,1.11,,581.095,,
TOI-6233.01,431660224,3.7069545,12.7103,,1328.0,358.489622,52.533524,6643.0,1.49,,377.069,,
TOI-6234.01,202282233,6.6283182,9.65916,,1133.0,5.069168,49.465936,5528.0,1.35,,631.946,,
TOI-6235.01,150902766,7.8209807,14.2139,,717.0,4.219134,20.432785,5917.0,0.71,,374.957,,
TOI-6236.01,405532603,3.3045926,12.7666,,967.0,359.188611,28.610076,6102.0,1.38,,403.61,,
TOI-6237.01,430431091,4.1533998,15.5058,,1661.0,332.675965,48.652765,6866.0,2.11,,1556.04,,
TOI-6238.01,125489084,5.7419523,9.81505,,839.0,355.002821,40.682684,5396.0,1.26,,676.128,,
TOI-6239.01,319294834,6.0749198,10.0564,,968.0,350.434421,54.112156,5643.0,1.43,,563.864,,
TOI-624.01,399870368,2.7443216,20.1852,,2388.0,74.552333,9.997979,8730.0,1.97,,330.739,,
TOI-6240.01,249776059,1.1797412,11.867,,2713.0,339.623242,50.524911,6393.0,1.55,,960.615,,
TOI-6241.01,15654898,3.7812464,4.97462,,1001.0,17.082679,25.652576,5209.0,0.99,,278.827,,
TOI-6242.01,437740083,5.6020298,11.3612,,857.0,2.950371,27.442815,5750.6,1.44,,328.625,,
TOI-6243.01,276250096,3.5653226,2.88847,,1028.0,329.089206,54.466274,5715.0,1.0,,181.395,,
TOI-6244.01,431216437,2.5553078,15.4336,,1349.0,343.553201,52.383764,5739.2,1.3,,230.559,,
TOI-6245.01,446157122,3.2149937,0.9044272,,419.7777463,88.699253,80.094614,3106.0,0.236457,,22.1852,,
TOI-6492.01,47143972,731.8319734,12.4424,,55.0,145.012087,-10.977168,3556.0,0.54,,214.326,,
TOI-6493.01,445522339,3.0667073,3.39378,,687.0,112.981285,-49.134121,3808.0,0.57,,104.516,,
TOI-6494.01,438376091,3.5327892,,,1706.0,142.372527,-54.433148,8706.0,,,1136.24,,
TOI-6495.01,36808091,3.7781679,11.6911,,1678.0,150.719276,-46.374718,6118.0,1.77,,966.05,,
TOI-6496.01,374741750,0.9942215,,,,151.048914,-60.126229,,,,1713.43,,
TOI-6497.01,303426966,2.1439841,16.8452,,1554.0,164.141735,-57.704427,6788.0,1.44,,957.246,,
TOI-6498.01,371596277,22.5095172,12.0156,,542.0,147.885334,-67.113047,4952.0,0.84,,332.357,,
TOI-6499.01,45881495,9.0441543,10.2153,,319.0,149.637654,-37.707584,3642.0,0.57,,260.803,,
TOI-650.01,349373192,0.76983,,,4149.0,110.261044,-60.155475,8658.0,,,402.762,,
TOI-6500.01,72806004,4.4156851,7.75741,,964.0,152.56752,-40.64736,5599.0,1.1,,343.112,,
TOI-6501.01,35973654,4.4581792,9.08219,,1378.0,149.365272,-42.861181,5973.0,1.43,,709.759,,
TOI-6502.01,75580659,5.0711656,15.3998,,2019.0,139.172161,-44.584808,7304.0,2.43,,1355.12,,
TOI-6503.01,358838026,3.9535041,13.6119,,1497.0,151.611142,-47.02428,6166.0,1.98,,1079.16,,
TOI-6504.01,177257073,6.8328077,9.18199,,1253.0,102.292945,-76.245719,5657.0,1.45,,789.385,,
TOI-6505.01,376800517,15.8951857,11.9336,,443.0,153.470526,-63.490143,3792.0,0.57,,231.356,,
TOI-6506.01,469008497,13.0795854,9.66071,,843.0,144.065386,-49.245674,5555.0,0.92,,435.115,,
TOI-6507.01,54145416,5.267165,6.02919,,734.0,160.602735,-30.249932,4930.0,0.8,,322.179,,
TOI-6508.01,142277868,18.9926881,10.231,,179.0,180.764269,-33.6655,3003.0,0.21,,48.4666,,
TOI-6509.01,358164738,5.6022404,16.2862,,1617.0,139.106048,-63.641065,6237.0,2.49,,900.01,,
TOI-6740.01,174070181,3.3505941,11.4279,,1445.0,258.410562,-55.729405,5579.0,1.35,,778.277,,
TOI-6741.01,263203229,5.0061978,12.4847,,1635.0,230.412408,-67.206546,6713.0,1.55,,901.517,,
TOI-6742.01,307232923,8.1678648,10.7664,,1157.0,267.730983,-61.614393,5859.0,1.74,,1038.26,,
TOI-6743.01,361403927,5.9097139,18.7334,,1590.0,242.81722,-67.000306,6508.0,2.14,,997.768,,
TOI-6744.01,345056639,0.8674623,12.8076,,2131.0,277.412003,-62.201806,6470.0,1.72,,1172.04,,
TOI-6745.01,301247383,5.2452852,11.9863,,1478.0,255.105601,-69.617872,5928.0,1.93,,1049.37,,
TOI-6746.01,367900542,1.20306,12.8325,,1043.0,260.693723,-56.817609,4204.0,0.97,,298.209,,
