pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,pl_eqt,ra,dec,st_teff,st_rad,st_mass,sy_dist,disc_year,discoverymethod
K03642.01,K03642.01,2.192004364,37.56,,1118.0,290.93845,37.701172,5306.0,0.687,,,,
K03643.01,K03643.01,3.900109346,40.37,,1160.0,290.34445,38.377071,5791.0,0.969,,,,
K03644.01,K03644.01,1.471060209,165.15,,3693.0,295.74377,50.830921,8749.0,2.911,,,,
K03644.02,K03644.02,0.73553763,,,,295.74377,50.830921,,,,,,
K03720.01,K03720.01,213.3990406,35.2,,468.0,293.49066,48.095371,6960.0,1.83,,,,
K03721.01,K03721.01,6.40802979,51.44,,1157.0,295.15491,43.444321,6261.0,1.194,,,,
K03722.01,K03722.01,2.38920105,,,,291.88754,44.345619,,,,,,
K03723.01,K03723.01,0.962835804,458.02,,7100.0,297.69974,40.641468,3982.0,32.244,,,,
K03724.01,K03724.01,4.639602084,19.96,,1285.0,296.35413,48.863621,6078.0,1.194,,,,
K03798.01,K03798.01,2.991885335,3.94,,1209.0,298.57819,40.67548,5750.0,0.839,,,,
K03799.01,K03799.01,1.327471395,7.08,,1395.0,299.81671,45.332821,5232.0,0.777,,,,
K07807.01,K07807.01,0.566792595,0.5,,2548.0,291.24664,42.562382,6277.0,1.121,,,,
K03800.01,K03800.01,1.247156944,26042.9,,4120.0,294.10733,46.209469,4770.0,9.67,,,,
K03801.01,K03801.01,288.3128666,13.21,,300.0,295.20694,45.09819,5672.0,1.22,,,,
K03802.01,K03802.01,2.119100054,34.34,,1571.0,294.30585,40.193779,6292.0,1.078,,,,
K03874.01,K03874.01,1.466535757,4.28,,1671.0,292.35748,49.514511,5888.0,1.02,,,,
K03875.01,K03875.01,8.870415578,39.46,,1151.0,290.14914,50.239178,6022.0,1.514,,,,
K07786.01,K07786.01,1.49131759,1.26,,2475.0,298.30786,41.965389,6014.0,2.429,,,,
Kepler-1928 b,K03876.01,19.57783279,1.96,,621.0,290.44067,38.52356,5620.0,0.884,,,,
K03877.01,K03877.01,3.04476607,15.7,,1126.0,293.68225,45.511398,5627.0,0.818,,,,
Kepler-1524 b,K03878.01,70.9672087,2.84,,438.0,293.88541,39.51981,5818.0,0.986,,,,
K03645.01,K03645.01,4.45543346,51.69,,1106.0,298.33798,41.075291,5780.0,1.0,,,,
K03646.01,K03646.01,14.323889947,45.93,,720.0,294.59052,41.94651,5853.0,0.895,,,,
K03647.01,K03647.01,20.427232317,601.32,,749.0,296.65707,46.38052,6167.0,1.121,,,,
K07791.01,K07791.01,106.18732,231.85,,2660.0,295.43973,42.209061,3287.0,152.969,,,,
Kepler-1016 c,K01922.03,105.6552651,4.22,,407.0,294.61365,45.984619,5741.0,1.136,,,,
K03648.01,K03648.01,4.029803201,47.58,,1233.0,285.68704,38.26115,6024.0,1.078,,,,
K03649.01,K03649.01,1.303858554,73.29,,2080.0,298.13248,41.33427,6282.0,1.343,,,,
K00416.03,K00416.03,9.74765878,0.78,,679.0,286.86548,41.989079,5176.0,0.738,,,,
Kepler-1047 c,K02004.02,3.18899015,0.98,,1309.0,288.64627,50.788979,5700.0,1.176,,,,
K07798.01,K07798.01,309.89103,2.15,,314.0,293.17212,42.483238,6450.0,1.155,,,,
K03725.01,K03725.01,1.570518376,450.76,,4106.0,295.20288,38.51955,5314.0,11.82,,,,
K03726.01,K03726.01,115.9943364,13.66,,265.0,298.12396,42.403172,4530.0,0.735,,,,
K03727.01,K03727.01,0.623441636,29.19,,1711.0,296.59149,50.490028,5319.0,0.654,,,,
K03803.01,K03803.01,14.5417471,163.25,,1494.0,292.16907,41.619759,5032.0,5.922,,,,
K03804.01,K03804.01,2.81753381,52.91,,1494.0,294.77493,43.592918,6313.0,1.098,,,,
Kepler-1067 b,K02039.02,0.762132307,0.75,,1872.0,285.38742,45.049049,5594.0,0.934,,,,
K03805.01,K03805.01,56.6993107,539.16,,1261.0,294.07938,39.729641,4727.0,13.547,,,,
K03806.01,K03806.01,161.252247,4.49,,303.0,298.94366,40.40519,5555.0,0.811,,,,
K03879.01,K03879.01,0.867719291,37.79,,2106.0,298.49451,40.733608,6220.0,1.056,,,,
K03880.01,K03880.01,1.803697292,1.0,,1783.0,288.86737,39.264961,6438.0,1.166,,,,
K03881.01,K03881.01,0.84112187,39.34,,1514.0,281.7446,44.16964,5048.0,0.707,,,,
K03882.01,K03882.01,0.828326025,49.67,,1845.0,297.20352,41.228909,5400.0,0.978,,,,
K03883.01,K03883.01,1.219324537,60.62,,1569.0,293.76782,46.237591,5455.0,0.897,,,,
K03650.01,K03650.01,2.401751509,268.75,,888.0,297.75845,41.513641,4577.0,0.557,,,,
K03651.01,K03651.01,36.97709537,59.66,,546.0,288.44485,41.172604,5780.0,1.0,,,,
K03652.01,K03652.01,16.371883638,70.73,,840.0,298.67557,44.175732,5642.0,1.415,,,,
K03653.01,K03653.01,2.617284592,162.67,,2013.0,300.33557,44.986271,5510.0,2.649,,,,
K03654.01,K03654.01,10.14873521,71.11,,1045.0,295.19583,42.418911,6366.0,1.296,,,,
K03655.01,K03655.01,2.897436854,64.69,,1277.0,300.87231,44.144318,5780.0,1.0,,,,
Kepler-1517 b,K03728.01,5.546083089,22.27,,2336.0,287.80722,43.188782,7358.0,4.037,,,,
K03729.01,K03729.01,6.87366398,12.01,,859.0,300.41293,46.380669,5662.0,0.805,,,,
K03729.02,K03729.02,6.87366412,,,,300.41293,46.380669,,,,,,
K03730.01,K03730.01,0.668483494,138.76,,2082.0,298.25992,48.218964,5780.0,1.0,,,,
K03731.01,K03731.01,1.070272827,28.73,,1224.0,299.17062,40.871059,4628.0,0.653,,,,
K07799.01,K07799.01,0.977170246,5.08,,3226.0,295.74759,42.40163,5596.0,3.938,,,,
K03732.01,K03732.01,1.135930136,52.05,,1836.0,292.80579,44.23605,6247.0,0.954,,,,
K03807.01,K03807.01,1.801863222,145.36,,2721.0,283.0437,47.80463,7479.0,2.324,,,,
K03808.01,K03808.01,54.77145968,34.32,,777.0,291.90335,38.925861,5145.0,3.866,,,,
K03809.01,K03809.01,1.674690886,29.78,,1813.0,294.95724,45.405151,6397.0,1.157,,,,
K03810.01,K03810.01,1.013774136,18.59,,827.0,283.7504,41.08601,3644.0,0.389,,,,
K03811.01,K03811.01,290.1401717,11.58,,304.0,286.15311,39.714901,5631.0,1.263,,,,
Kepler-1086 c,K02078.02,161.515617,2.88,,211.0,295.25116,45.842972,4243.0,0.641,,,,
K03884.01,K03884.01,2.112405306,19.01,,1225.0,296.05884,39.613579,5562.0,0.756,,,,
K03885.01,K03885.01,1.870990236,26.1,,1668.0,293.84235,49.66206,6384.0,1.086,,,,
K03886.01,K03886.01,5.56648691,43.67,,2618.0,301.0473,45.087631,4694.0,12.701,,,,
K07787.01,K07787.01,1.33253834,0.64,,1453.0,286.43134,42.098339,5520.0,0.818,,,,
K03887.01,K03887.01,1.241483276,27.25,,1847.0,299.51083,40.474548,6140.0,1.053,,,,
K03656.01,K03656.01,3.01551943,155.81,,1837.0,298.88235,41.66333,5299.0,2.761,,,,
K03657.01,K03657.01,2.112395777,115.26,,1419.0,296.06036,39.615211,5780.0,1.0,,,,
Kepler-340 b,K01932.02,14.8444836,2.49,,1092.0,295.93347,40.300571,6642.0,1.846,,,,
K03658.01,K03658.01,2.252417903,27.09,,782.0,291.8819,37.18911,3979.0,0.544,,,,
K03659.01,K03659.01,2.900613144,38.63,,1289.0,296.43033,39.443489,5977.0,0.931,,,,
K03660.01,K03660.01,174.7697122,38.79,,294.0,293.15765,40.262711,5704.0,0.804,,,,
K03733.01,K03733.01,31.43284649,57.21,,577.0,294.48807,46.334099,5780.0,1.0,,,,
K02004.03,K02004.03,1.72110057,0.7,,1607.0,288.64627,50.788979,5700.0,1.176,,,,
K03734.01,K03734.01,9.72675447,995.22,,1363.0,292.58875,47.393799,6327.0,2.433,,,,
K03735.01,K03735.01,8.096939227,68.48,,1194.0,292.7337,37.559311,6572.0,1.418,,,,
K03736.01,K03736.01,0.64234865,25.76,,1829.0,292.13733,38.602348,5441.0,0.791,,,,
K03737.01,K03737.01,130.4194187,57.51,,473.0,286.69733,42.45116,5770.0,1.685,,,,
K03812.01,K03812.01,1.78526527,41.19,,1815.0,298.22964,41.459839,6505.0,1.228,,,,
K03813.01,K03813.01,4.8591441,6.9,,1303.0,297.94922,40.530708,6586.0,1.207,,,,
K03814.01,K03814.01,5.95077813,32.26,,2366.0,293.0748,38.16972,5122.0,9.828,,,,
K02048.02,K02048.02,99.673478,576.14,,262.0,293.05801,45.248821,4932.0,0.492,,,,
K03815.01,K03815.01,4.7425521,7.27,,1159.0,286.50876,41.922741,6161.0,1.053,,,,
K03888.01,K03888.01,0.955297055,18.16,,1550.0,299.78207,44.19981,5319.0,0.734,,,,
K03889.01,K03889.01,280.476576,3.16,,268.0,292.61954,48.081478,5869.0,0.892,,,,
K03890.01,K03890.01,152.8255989,34.85,,734.0,293.77213,44.63847,4991.0,7.506,,,,
K03891.01,K03891.01,47.1096306,78.98,,751.0,296.15601,44.92009,5258.0,2.78,,,,
Kepler-1525 b,K03892.01,2.41660149,0.92,,1343.0,290.55951,49.943008,5705.0,1.026,,,,
K03661.01,K03661.01,4.252082243,33.14,,1064.0,297.64441,43.632172,5802.0,0.794,,,,
K03662.01,K03662.01,14.180228311,62.41,,873.0,291.05017,51.321751,6289.0,1.142,,,,
Kepler-86 b,K03663.01,282.5253558,8.98,,264.0,289.76361,51.962601,5725.0,0.913,,,,
K03664.01,K03664.01,1.87887673,148.25,,1846.0,297.42035,39.775108,6569.0,1.235,,,,
K03665.01,K03665.01,17.79391159,33.3,,697.0,288.02426,43.545841,5780.0,1.0,,,,
K03666.01,K03666.01,7.942583252,219.02,,1285.0,298.99731,43.398861,5516.0,2.178,,,,
K03738.01,K03738.01,15.85231085,679.44,,725.0,299.01227,40.660034,5780.0,1.0,,,,
K03739.01,K03739.01,2.415925551,300.82,,3329.0,290.01151,48.244202,8796.0,3.278,,,,
K03740.01,K03740.01,0.656201038,112.77,,2157.0,298.5304,40.39846,6025.0,0.999,,,,
K03741.01,K03741.01,2.617280959,395.94,,1689.0,300.33237,44.986141,6432.0,1.345,,,,
K03741.02,K03741.02,18.577903,1.36,,879.0,300.33237,44.986141,6432.0,1.345,,,,
K03742.01,K03742.01,1.412524016,68.92,,1978.0,299.37808,40.757359,6690.0,1.174,,,,
K01776.01,K01776.01,5.77676732,26.2,,670.0,298.80362,44.4174,4401.0,0.645,,,,
Kepler-953 b,K01792.01,88.40678718,4.55,,410.0,288.97165,44.624531,5611.0,1.073,,,,
K02027.01,K02027.01,3.635723653,1.23,,1478.0,290.33813,44.60387,6422.0,1.295,,,,
K07848.01,K07848.01,369.181947,2.6,,245.0,293.43799,43.476501,5959.0,0.859,,,,
K01859.01,K01859.01,45.3968385,21.23,,437.0,292.17706,44.786598,5649.0,0.705,,,,
K01953.01,K01953.01,15.160166,2.09,,821.0,300.39197,44.780041,5940.0,1.191,,,,
K02088.01,K02088.01,2.63009438,25.55,,1480.0,294.39557,50.719589,6338.0,1.091,,,,
K02089.01,K02089.01,9.40527028,25.39,,938.0,297.33582,46.15099,6347.0,0.996,,,,
K02112.01,K02112.01,4.15713766,1.17,,1401.0,291.96689,47.698456,6470.0,1.324,,,,
K02118.01,K02118.01,3.2136904,1.22,,1591.0,299.26431,47.491791,6184.0,1.579,,,,
K02127.01,K02127.01,2.87066026,1.72,,1196.0,294.74448,41.749962,5910.0,0.796,,,,
K01312.02,K01312.02,31.24611088,,,,284.91049,48.431641,,,,,,
K01408.02,K01408.02,82.37208458,,,,290.29456,45.56461,,,,,,
K03964.01,K03964.01,0.991105114,36.87,,1257.0,294.3541,46.840851,4769.0,0.578,,,,
K03965.01,K03965.01,12.425580393,21.34,,563.0,297.61902,40.568062,4594.0,0.743,,,,
Kepler-1535 b,K03966.01,138.944022,2.57,,384.0,286.61371,38.891972,6014.0,1.115,,,,
K03967.01,K03967.01,12.4260454,2.64,,706.0,297.64737,40.536461,5645.0,0.817,,,,
K03967.02,K03967.02,12.4260002,2.39,,706.0,297.64737,40.536461,5645.0,0.817,,,,
K03968.01,K03968.01,1.50650136,0.8,,1562.0,293.7749,45.087639,5607.0,0.948,,,,
K01666.01,K01666.01,0.968026356,1.78,,2167.0,291.01971,40.177589,6469.0,1.193,,,,
K01667.01,K01667.01,1.179969562,120.02,,2960.0,293.20209,40.170921,5500.0,3.899,,,,
K01668.01,K01668.01,10.10176739,26.09,,829.0,293.1416,40.262299,6058.0,0.867,,,,
K01670.01,K01670.01,10.57910009,2.03,,929.0,291.12006,40.333988,6323.0,1.093,,,,
Kepler-1763 b,K01671.01,1.480283464,0.97,,1822.0,294.11307,40.362968,5897.0,1.259,,,,
K01782.01,K01782.01,15.420409367,16.62,,661.0,287.2106,44.849129,5468.0,0.88,,,,
Kepler-963 b,K01821.01,9.97682072,2.85,,802.0,296.75296,45.0411,5500.0,0.928,,,,
K01844.01,K01844.01,61.4913415,4.57,,323.0,294.35666,45.192959,4796.0,0.598,,,,
K07849.01,K07849.01,5.0263815,0.84,,1065.0,299.14664,43.459831,5783.0,0.962,,,,
K01993.01,K01993.01,16.00351679,18.01,,586.0,297.91864,45.347061,5283.0,0.695,,,,
K01865.01,K01865.01,1.86390886,77.99,,2902.0,299.87238,45.499592,6689.0,3.381,,,,
K02320.01,K02320.01,2.03743942,0.82,,1299.0,295.841,47.681889,5751.0,0.774,,,,
K02322.01,K02322.01,332.74984,2.55,,302.0,295.03903,43.95454,6372.0,1.112,,,,
K02326.01,K02326.01,45.60304785,,,,293.69742,39.036388,,,,,,
K02330.01,K02330.01,2.4681015,1.22,,1244.0,298.84979,44.615009,5516.0,0.872,,,,
K02334.01,K02334.01,12.53449909,,,,294.90765,40.278831,,,,,,
K02349.01,K02349.01,215.15218,1.36,,287.0,294.53214,43.75441,5914.0,0.828,,,,
K02359.01,K02359.01,3.17275711,1.27,,966.0,296.28696,44.022671,5058.0,0.739,,,,
K02158.02,K02158.02,6.68231249,2.09,,1350.0,297.65143,40.352551,5343.0,2.506,,,,
K03969.01,K03969.01,0.73619448,1.84,,2268.0,298.52603,40.612091,6355.0,1.09,,,,
K03970.01,K03970.01,10.18670759,0.95,,477.0,295.11502,45.96648,3995.0,0.555,,,,
K03971.01,K03971.01,365.994154,2.87,,263.0,279.85272,43.664459,6074.0,0.965,,,,
K03972.01,K03972.01,0.54028956,21.45,,2279.0,296.0878,41.316841,5997.0,0.993,,,,
K01673.01,K01673.01,2.49047468,1.53,,1413.0,290.73367,40.43116,6067.0,0.997,,,,
K01674.01,K01674.01,2.17257963,13.55,,1518.0,290.2442,40.559269,6038.0,0.971,,,,
K01676.01,K01676.01,3.307669761,3.87,,1840.0,290.33612,40.653061,5959.0,2.382,,,,
K01678.01,K01678.01,3.183961388,37.22,,1615.0,289.81805,40.723919,5716.0,1.76,,,,
K07837.01,K07837.01,48.507991,2.06,,511.0,297.92322,42.938789,6031.0,0.966,,,,
K01679.01,K01679.01,0.759766456,29.02,,2128.0,290.51105,40.708569,6174.0,1.026,,,,
K01785.01,K01785.01,1.219034472,9.82,,1845.0,299.97183,45.809738,5833.0,1.192,,,,
K01954.01,K01954.01,7.37339245,13.73,,1098.0,293.38184,46.098701,6484.0,1.093,,,,
K01742.01,K01742.01,4.70847097,19.58,,1202.0,292.65988,46.159538,6214.0,1.061,,,,
K01806.01,K01806.01,2.404556949,4.69,,1958.0,293.21356,46.175129,6426.0,1.775,,,,
K07850.01,K07850.01,66.119119,3.0,,452.0,295.79788,43.570389,5828.0,1.028,,,,
K01745.01,K01745.01,0.982090079,29.95,,1568.0,284.9671,46.27626,5472.0,0.742,,,,
K01795.01,K01795.01,2.972047661,24.74,,881.0,300.41727,46.335991,4491.0,0.711,,,,
K02362.01,K02362.01,2.237180102,1.75,,1134.0,291.88126,44.555729,5080.0,0.793,,,,
K02391.01,K02391.01,0.93374232,18.29,,1638.0,292.77484,47.451099,5553.0,0.806,,,,
K02394.01,K02394.01,134.76308997,,,,290.82733,47.446861,,,,,,
K02396.01,K02396.01,0.495434094,1.57,,2151.0,293.97278,50.645142,5529.0,0.936,,,,
K02446.01,K02446.01,8.48031302,2.74,,1510.0,298.74857,46.68047,6541.0,2.43,,,,
K00439.02,K00439.02,5.40534383,,,,296.40686,51.35815,,,,,,
K02480.01,K02480.01,0.66682654,1.49,,1183.0,298.92639,44.00219,3993.0,0.554,,,,
K03973.01,K03973.01,0.882131829,8.13,,1963.0,296.11182,49.561951,6168.0,0.911,,,,
K03974.01,K03974.01,0.489682339,37.47,,1251.0,282.19308,43.733219,3898.0,0.53,,,,
Kepler-1536 b,K03975.01,364.751562,2.89,,166.0,291.58517,45.71579,4386.0,0.63,,,,
K03976.01,K03976.01,2.189098506,29.7,,1288.0,285.87671,39.685951,5681.0,0.859,,,,
K03977.01,K03977.01,0.7088055,41.08,,2035.0,294.04828,38.364109,5989.0,0.908,,,,
K01682.01,K01682.01,88.821421,234.99,,634.0,291.21811,40.839329,5081.0,3.365,,,,
K01689.01,K01689.01,1.507761203,31.77,,1301.0,298.88397,41.662079,5069.0,0.818,,,,
K01690.01,K01690.01,1.506019633,1.08,,1628.0,299.10248,41.887459,6065.0,0.896,,,,
K07838.01,K07838.01,0.572513875,0.52,,1779.0,287.39417,43.080681,5171.0,0.76,,,,
K01691.01,K01691.01,35.14578122,32.5,,480.0,293.33807,42.016312,5437.0,0.783,,,,
K01694.01,K01694.01,3.690317047,20.23,,1280.0,294.01492,42.139191,6120.0,1.054,,,,
Kepler-976 b,K01846.01,105.9566815,3.79,,324.0,289.86963,46.72971,5327.0,0.8,,,,
K01966.01,K01966.01,2.95600563,0.81,,1211.0,299.77972,46.890469,5668.0,0.916,,,,
K01796.01,K01796.01,11.805707539,18.48,,1153.0,294.91611,46.944977,6065.0,1.891,,,,
K07851.01,K07851.01,25.3710555,1.43,,779.0,297.58942,43.516178,6029.0,1.494,,,,
K01957.01,K01957.01,1.38680229,29.33,,2530.0,297.79224,46.935829,6823.0,2.037,,,,
K01827.01,K01827.01,8.58966893,155.18,,4900.0,298.77295,46.921246,3837.0,80.307,,,,
K01823.01,K01823.01,4.468456599,24.81,,1081.0,297.78775,47.098331,5869.0,0.942,,,,
K02500.01,K02500.01,0.933754669,1.48,,2475.0,292.77899,47.552216,6443.0,1.457,,,,
K02502.01,K02502.01,86.79876649,,,,298.50989,48.240139,,,,,,
K02515.01,K02515.01,164.57506747,,,,286.2872,44.49371,,,,,,
K02568.01,K02568.01,1.71030803,1.32,,1449.0,292.71548,41.943562,5790.0,0.9,,,,
K02570.01,K02570.01,79.9201319,1.81,,217.0,297.29269,48.11438,3812.0,0.476,,,,
K02575.01,K02575.01,199.3113,1.64,,278.0,295.06677,43.98209,5662.0,0.789,,,,
K02584.01,K02584.01,157.82131,1.59,,377.0,290.98767,47.976639,6082.0,1.147,,,,
K03978.01,K03978.01,2.28612573,22.63,,1433.0,297.21194,47.027802,6063.0,1.012,,,,
Kepler-1126 c,K02162.02,199.66876,1.45,,305.0,285.69199,45.689388,5678.0,0.921,,,,
K03979.01,K03979.01,1.33254971,1.36,,1782.0,295.16199,46.76273,6150.0,1.004,,,,
K03980.01,K03980.01,0.469334634,2.4,,2432.0,281.24307,42.254929,5888.0,1.008,,,,
K03981.01,K03981.01,0.849277809,20.11,,1781.0,296.99405,41.129471,5743.0,0.853,,,,
Kepler-930 b,K01695.01,71.4523167,2.19,,561.0,298.31445,42.24744,6148.0,1.488,,,,
K01696.01,K01696.01,1.752564549,1.38,,1741.0,298.77509,42.39323,6221.0,1.18,,,,
K07839.01,K07839.01,0.566816802,0.68,,1585.0,292.75653,43.036888,4665.0,0.704,,,,
K01697.01,K01697.01,1.752553762,1.06,,933.0,298.8222,42.394642,4408.0,0.529,,,,
K01698.01,K01698.01,2.065351521,1.03,,1196.0,298.49808,42.466412,5266.0,0.749,,,,
K01699.01,K01699.01,2.253551793,1.7,,1812.0,297.12173,42.673321,6526.0,1.426,,,,
Kepler-1037 b,K01981.01,1.06378861,1.61,,1650.0,296.34103,47.17086,5265.0,1.002,,,,
K01926.01,K01926.01,123.11494773,,,,299.2529,47.278999,,,,,,
K01896.01,K01896.01,1.854493861,29.39,,1291.0,298.73807,47.381741,5431.0,0.843,,,,
K07852.01,K07852.01,1.020713389,0.9,,1724.0,287.24149,43.679661,5815.0,0.87,,,,
K01763.01,K01763.01,2.1990638,1.33,,1087.0,298.77988,47.66095,5003.0,0.707,,,,
K01807.01,K01807.01,132.1331011,75.08,,809.0,296.92874,47.88295,5067.0,8.121,,,,
K01999.01,K01999.01,1.120646438,89.35,,2783.0,297.61398,47.811401,4972.0,4.034,,,,
K02653.01,K02653.01,1.710279417,1.57,,1524.0,292.71729,41.901218,5834.0,1.023,,,,
K02661.01,K02661.01,65.238281,5.18,,734.0,292.74707,42.379929,5254.0,3.761,,,,
K07817.01,K07817.01,0.56679641,0.46,,1940.0,291.77136,42.671249,5403.0,0.888,,,,
Kepler-1867 b,K02663.01,9.88736642,0.68,,768.0,294.99725,43.435921,5693.0,0.816,,,,
Kepler-1326 b,K02728.01,42.3520039,6.3,,938.0,296.22214,39.268959,6864.0,2.632,,,,
Kepler-1331 b,K02742.01,0.789160884,0.91,,1244.0,297.07379,41.22448,4258.0,0.622,,,,
K03982.01,K03982.01,2.399081606,40.6,,1360.0,298.57697,40.490395,5780.0,1.0,,,,
K03983.01,K03983.01,5.14072621,19.28,,1076.0,298.55258,47.247318,5751.0,1.035,,,,
K07829.01,K07829.01,0.566798545,0.53,,2004.0,291.67123,42.812359,5629.0,0.87,,,,
Kepler-1537 b,K03984.01,1.44445234,2.03,,1800.0,294.38538,43.82547,5305.0,1.449,,,,
K03985.01,K03985.01,3.55653637,1.7,,1272.0,297.1322,46.256489,5950.0,1.114,,,,
K03986.01,K03986.01,9.60853601,31.99,,984.0,293.09589,47.996578,6377.0,1.158,,,,
K03987.01,K03987.01,0.933747751,2.07,,3112.0,292.76535,47.512272,6985.0,2.187,,,,
K01703.01,K01703.01,3.17463577,9.32,,1296.0,296.74991,42.952358,5999.0,0.996,,,,
K07840.01,K07840.01,0.902222843,48.23,,10340.0,298.14603,43.075199,3705.0,89.806,,,,
K01709.01,K01709.01,22.4685309,20.05,,1040.0,296.80951,43.450851,5461.0,3.301,,,,
K01712.01,K01712.01,10.16104834,2.72,,800.0,290.73578,44.090488,5636.0,0.913,,,,
K01714.01,K01714.01,2.743978797,38.11,,1136.0,294.24811,46.374008,5334.0,0.81,,,,
K01719.01,K01719.01,1.332561398,2.16,,2276.0,295.25388,46.76136,6468.0,1.602,,,,
K01963.01,K01963.01,12.89623554,2.55,,783.0,290.60745,48.357182,6072.0,0.923,,,,
K07853.01,K07853.01,364.14397,2.2,,259.0,288.59802,43.681469,6039.0,0.951,,,,
K01887.01,K01887.01,21.78769087,71.95,,1042.0,286.46616,48.495918,5627.0,3.05,,,,
Kepler-957 b,K01804.01,5.90741476,5.1,,769.0,290.15634,48.818989,4963.0,0.69,,,,
K01774.01,K01774.01,2.368173896,10.92,,1428.0,284.86145,49.026989,5944.0,0.991,,,,
K02015.01,K02015.01,5.73865933,1.84,,535.0,292.8053,49.040459,3841.0,0.509,,,,
K01771.01,K01771.01,91.05641908,53.1,,431.0,287.66364,49.141499,6142.0,1.046,,,,
K07818.01,K07818.01,2.52443998,1.53,,2145.0,296.40149,42.651058,6461.0,2.225,,,,
Kepler-1350 b,K02793.01,4.49686066,1.93,,535.0,288.25058,46.679611,3698.0,0.444,,,,
K02796.01,K02796.01,0.5374094,0.96,,2208.0,292.87418,48.936569,5749.0,0.988,,,,
Kepler-1353 b,K02806.01,24.7543849,2.1,,491.0,295.73535,42.576248,4852.0,0.804,,,,
K02814.01,K02814.01,0.475068516,1.03,,2372.0,295.51825,39.593391,6045.0,0.955,,,,
K02818.01,K02818.01,1.79683793,3.37,,2397.0,298.5798,40.072182,7592.0,1.714,,,,
K02843.01,K02843.01,187.51251276,,,,295.26447,44.09856,,,,,,
K03988.01,K03988.01,12.425484,1.55,,773.0,297.59946,40.55901,5478.0,1.017,,,,
Kepler-365 c,K02163.02,17.7838298,1.6,,729.0,295.62659,49.130428,6014.0,1.021,,,,
K03989.01,K03989.01,1.204529346,1.4,,1968.0,296.55164,40.71278,5340.0,1.504,,,,
K03990.01,K03990.01,2.15839583,14.28,,1103.0,283.0527,41.859711,5272.0,0.662,,,,
K03991.01,K03991.01,1.570592397,1.37,,1480.0,296.50354,47.486919,5519.0,0.921,,,,
K07841.01,K07841.01,371.1495,2.07,,245.0,294.80182,43.13324,5988.0,0.836,,,,
K01635.01,K01635.01,3.374684854,49.25,,1163.0,297.66129,47.62394,5754.0,0.943,,,,
K01636.01,K01636.01,2.61841046,1.12,,1245.0,299.06693,47.895191,5912.0,0.82,,,,
K01638.01,K01638.01,4.593594819,8.85,,1125.0,297.46457,48.088001,6075.0,0.969,,,,
K01639.01,K01639.01,125.0426,1.2,,416.0,297.90045,48.0947,6273.0,1.139,,,,
K01640.01,K01640.01,6.17039154,2.17,,1029.0,297.66211,48.115898,6137.0,0.963,,,,
K01642.01,K01642.01,0.364860478,0.68,,1993.0,298.39774,48.212318,5220.0,0.642,,,,
K01947.01,K01947.01,6.422943288,1.66,,1034.0,288.63483,50.912231,6102.0,1.016,,,,
K01983.01,K01983.01,6.90522317,4.54,,1343.0,290.28619,51.834026,6596.0,1.721,,,,
K02041.01,K02041.01,1.5259105,2.63,,2545.0,295.32501,40.187576,6640.0,2.099,,,,
K02139.01,K02139.01,4.27121961,2.17,,802.0,295.00293,44.09203,4702.0,0.67,,,,
K02141.01,K02141.01,1.306984786,18.33,,1754.0,295.77194,38.820042,6102.0,1.026,,,,
K07819.01,K07819.01,0.769358923,1.93,,2928.0,283.11136,42.76107,5267.0,2.935,,,,
K02591.01,K02591.01,0.755109106,0.85,,1733.0,284.37183,40.712971,5452.0,0.815,,,,
K02599.01,K02599.01,25.3239215,19.02,,484.0,291.40079,47.924629,5128.0,0.668,,,,
Kepler-1994 b,K02612.01,4.61225043,0.51,,1032.0,297.14883,46.296951,5495.0,0.961,,,,
Kepler-1289 b,K02614.01,7.99022379,1.97,,1113.0,296.38882,41.040569,5689.0,1.542,,,,
K02630.01,K02630.01,4.1749166,0.61,,1116.0,285.22531,49.424179,5910.0,0.94,,,,
K07830.01,K07830.01,0.56678694,0.63,,1920.0,291.82501,42.866508,5341.0,0.808,,,,
K03992.01,K03992.01,0.73094701,15.83,,1870.0,289.80423,38.370708,5767.0,0.837,,,,
K03993.01,K03993.01,0.686994057,35.3,,2063.0,286.10696,38.107628,5780.0,1.0,,,,
K03994.01,K03994.01,1.324247867,1.3,,2140.0,298.0513,43.164909,6557.0,1.406,,,,
K03995.01,K03995.01,0.780632043,79.67,,2714.0,281.57571,43.068111,5354.0,2.18,,,,
K03996.01,K03996.01,0.730947169,14.43,,1777.0,289.76114,38.353519,5514.0,0.826,,,,
K01645.01,K01645.01,41.16676097,17.82,,446.0,298.21094,48.559158,5193.0,0.805,,,,
K01652.01,K01652.01,1.083736642,237.84,,3641.0,285.30206,49.263451,5591.0,5.618,,,,
K01653.01,K01653.01,2.45570369,55.95,,1891.0,285.53549,49.298439,5148.0,2.314,,,,
K01735.01,K01735.01,0.64234875,2.78,,3813.0,292.13745,38.599419,7089.0,2.584,,,,
K01729.01,K01729.01,5.204286663,16.0,,934.0,291.09161,42.058479,5332.0,0.86,,,,
K01730.01,K01730.01,6.352090869,18.9,,772.0,300.77478,44.487751,5089.0,0.693,,,,
K02142.01,K02142.01,1.877350712,1.46,,1650.0,296.80524,50.611061,6382.0,1.059,,,,
